# Pyro MK1B Flight Data
# ID: SIM001
# Name: SimRkt
# Pyro1: delay 0
# Pyro2: fallen 200
# Units: ft
# Ground Pa: 100585
time_ms,pressure_pa,altitude_cm,state,thrust,event
20260,99481,9298,6,0,
20280,99483,9281,6,0,
20300,99486,9256,6,0,
20320,99489,9230,6,0,
20340,99492,9205,6,0,
20360,99495,9180,6,0,
20380,99498,9154,6,0,
20400,99501,9129,6,0,
20420,99504,9103,6,0,
20440,99507,9078,6,0,
20460,99510,9052,6,0,
20480,99513,9027,6,0,
20500,99516,9002,6,0,
20520,99519,8976,6,0,
20540,99522,8951,6,0,
20560,99525,8926,6,0,
20580,99528,8900,6,0,
20600,99531,8875,6,0,
20620,99534,8850,6,0,
20640,99537,8824,6,0,
20660,99540,8799,6,0,
20680,99543,8773,6,0,
20700,99546,8748,6,0,
20720,99549,8723,6,0,
20740,99552,8697,6,0,
20760,99555,8672,6,0,
20780,99557,8655,6,0,
20800,99560,8630,6,0,
20820,99563,8604,6,0,
20840,99566,8579,6,0,
20860,99569,8554,6,0,
20880,99572,8528,6,0,
20900,99575,8503,6,0,
20920,99578,8478,6,0,
20940,99581,8452,6,0,
20960,99584,8427,6,0,
20980,99587,8401,6,0,
21000,99590,8376,6,0,
21020,99593,8351,6,0,
21040,99596,8326,6,0,
21060,99599,8300,6,0,
21080,99602,8275,6,0,
21100,99605,8249,6,0,
21120,99608,8224,6,0,
21140,99611,8199,6,0,
21160,99614,8173,6,0,
21180,99617,8148,6,0,
21200,99620,8123,6,0,
21220,99623,8097,6,0,
21240,99626,8072,6,0,
21260,99629,8047,6,0,
21280,99632,8021,6,0,
21300,99634,8004,6,0,
21320,99637,7979,6,0,
21340,99640,7954,6,0,
21360,99643,7928,6,0,
21380,99646,7903,6,0,
21400,99649,7877,6,0,
21420,99652,7852,6,0,
21440,99655,7827,6,0,
21460,99658,7802,6,0,
21480,99661,7776,6,0,
21500,99664,7751,6,0,
21520,99667,7726,6,0,
21540,99670,7700,6,0,
21560,99673,7675,6,0,
21580,99676,7649,6,0,
21600,99679,7624,6,0,
21620,99682,7599,6,0,
21640,99685,7574,6,0,
21660,99688,7548,6,0,
21680,99691,7523,6,0,
21700,99694,7497,6,0,
21720,99697,7472,6,0,
21740,99700,7447,6,0,
21760,99703,7421,6,0,
21780,99706,7396,6,0,
21800,99708,7379,6,0,
21820,99711,7354,6,0,
21840,99714,7329,6,0,
21860,99717,7303,6,0,
21880,99720,7278,6,0,
21900,99723,7253,6,0,
21920,99726,7227,6,0,
21940,99729,7202,6,0,
21960,99732,7176,6,0,
21980,99735,7151,6,0,
22000,99738,7126,6,0,
22020,99741,7101,6,0,
22040,99744,7075,6,0,
22060,99747,7050,6,0,
22080,99750,7025,6,0,
22100,99753,6999,6,0,
22120,99756,6974,6,0,
22140,99759,6949,6,0,
22160,99762,6923,6,0,
22180,99765,6898,6,0,
22200,99768,6873,6,0,
22220,99771,6847,6,0,
22240,99774,6822,6,0,
22260,99777,6797,6,0,
22280,99780,6771,6,0,
22300,99782,6754,6,0,
22320,99785,6729,6,0,
22340,99788,6704,6,0,
22360,99791,6679,6,0,
22380,99794,6653,6,0,
22400,99797,6628,6,0,
22420,99800,6603,6,0,
22440,99803,6577,6,0,
22460,99806,6552,6,0,
22480,99809,6527,6,0,
22500,99812,6501,6,0,
22520,99815,6476,6,0,
22540,99818,6451,6,0,
22560,99821,6426,6,0,
22580,99824,6400,6,0,
22600,99827,6375,6,0,
22620,99830,6349,6,0,
22640,99833,6324,6,0,
22660,99836,6299,6,0,
22680,99839,6274,6,0,
22700,99842,6248,6,0,
22720,99845,6223,6,0,
22740,99848,6198,6,0,
22760,99851,6172,6,0,
22780,99854,6147,6,0,
22800,99856,6130,6,0,
22820,99859,6105,6,0,
22840,99862,6080,6,0,
22840,99862,6080,6,0,PYRO2
22860,99865,6054,6,0,
22880,99868,6029,6,0,
22900,99870,6012,6,0,
22920,99873,5987,6,0,
22940,99875,5970,6,0,
22960,99877,5953,6,0,
22980,99879,5936,6,0,
23000,99881,5919,6,0,
23020,99883,5902,6,0,
23040,99885,5885,6,0,
23060,99887,5869,6,0,
23080,99889,5852,6,0,
23100,99891,5835,6,0,
23120,99893,5818,6,0,
23140,99895,5801,6,0,
23160,99897,5784,6,0,
23180,99899,5768,6,0,
23200,99901,5751,6,0,
23220,99903,5734,6,0,
23240,99905,5717,6,0,
23260,99907,5700,6,0,
23280,99909,5683,6,0,
23300,99911,5666,6,0,
23320,99913,5649,6,0,
23340,99915,5633,6,0,
23360,99917,5616,6,0,
23360,99917,5616,6,0,
23380,99919,5599,6,0,
23400,99921,5582,6,0,
23420,99923,5565,6,0,
23440,99925,5548,6,0,
23460,99927,5531,6,0,
23480,99929,5515,6,0,
23500,99931,5498,6,0,
23520,99933,5481,6,0,
23540,99935,5464,6,0,
23560,99937,5447,6,0,
23580,99938,5439,6,0,
23600,99939,5430,6,0,
23620,99940,5422,6,0,
23640,99941,5414,6,0,
23660,99942,5405,6,0,
23680,99943,5397,6,0,
23700,99944,5388,6,0,
23720,99945,5380,6,0,
23740,99946,5371,6,0,
23760,99947,5363,6,0,
23780,99948,5354,6,0,
23800,99949,5346,6,0,
23820,99950,5338,6,0,
23840,99951,5329,6,0,
23860,99952,5321,6,0,
23880,99953,5312,6,0,
23900,99954,5304,6,0,
23920,99955,5295,6,0,
23940,99956,5287,6,0,
23960,99957,5278,6,0,
23980,99958,5270,6,0,
24000,99959,5262,6,0,
24020,99960,5253,6,0,
24040,99961,5245,6,0,
24060,99962,5236,6,0,
24080,99963,5228,6,0,
24100,99964,5220,6,0,
24120,99965,5211,6,0,
24140,99966,5203,6,0,
24160,99967,5194,6,0,
24180,99968,5186,6,0,
24200,99969,5178,6,0,
24220,99970,5169,6,0,
24240,99971,5161,6,0,
24260,99972,5152,6,0,
24280,99973,5144,6,0,
24300,99974,5135,6,0,
24320,99975,5127,6,0,
24340,99976,5118,6,0,
24360,99977,5110,6,0,
24380,99978,5102,6,0,
24400,99979,5093,6,0,
24420,99980,5085,6,0,
24440,99981,5076,6,0,
24460,99982,5068,6,0,
24480,99983,5059,6,0,
24500,99984,5051,6,0,
24520,99985,5043,6,0,
24540,99986,5034,6,0,
24560,99987,5026,6,0,
24580,99988,5017,6,0,
24600,99989,5009,6,0,
24620,99990,5001,6,0,
24640,99991,4992,6,0,
24660,99992,4984,6,0,
24680,99993,4975,6,0,
24700,99994,4967,6,0,
24720,99995,4959,6,0,
24740,99996,4950,6,0,
24760,99997,4942,6,0,
24780,99998,4933,6,0,
24800,99999,4925,6,0,
24820,100000,4916,6,0,
24840,100001,4908,6,0,
24860,100002,4899,6,0,
24880,100003,4891,6,0,
24900,100004,4883,6,0,
24920,100005,4874,6,0,
24940,100006,4866,6,0,
24960,100007,4857,6,0,
24980,100008,4849,6,0,
25000,100009,4840,6,0,
25020,100010,4832,6,0,
25040,100011,4823,6,0,
25060,100012,4815,6,0,
25080,100013,4807,6,0,
25100,100014,4798,6,0,
25120,100015,4790,6,0,
25140,100016,4781,6,0,
25160,100017,4773,6,0,
25180,100018,4765,6,0,
25200,100019,4756,6,0,
25220,100020,4748,6,0,
25240,100021,4739,6,0,
25260,100022,4731,6,0,
25280,100023,4723,6,0,
25300,100024,4714,6,0,
25320,100025,4706,6,0,
25340,100026,4697,6,0,
25360,100027,4689,6,0,
25380,100028,4681,6,0,
25400,100029,4672,6,0,
25420,100030,4664,6,0,
25440,100031,4655,6,0,
25460,100032,4647,6,0,
25480,100033,4638,6,0,
25500,100034,4630,6,0,
25520,100035,4621,6,0,
25540,100036,4613,6,0,
25560,100037,4605,6,0,
25580,100038,4596,6,0,
25600,100039,4588,6,0,
25620,100040,4579,6,0,
25640,100041,4571,6,0,
25660,100042,4562,6,0,
25680,100043,4554,6,0,
25700,100044,4546,6,0,
25720,100045,4537,6,0,
25740,100046,4529,6,0,
25760,100047,4520,6,0,
25780,100048,4512,6,0,
25800,100049,4504,6,0,
25820,100050,4495,6,0,
25840,100051,4487,6,0,
25860,100052,4478,6,0,
25880,100053,4470,6,0,
25900,100054,4462,6,0,
25920,100055,4453,6,0,
25940,100056,4445,6,0,
25960,100057,4436,6,0,
25980,100058,4428,6,0,
26000,100059,4419,6,0,
26020,100060,4411,6,0,
26040,100061,4403,6,0,
26060,100062,4394,6,0,
26080,100063,4386,6,0,
26100,100064,4377,6,0,
26120,100065,4369,6,0,
26140,100066,4360,6,0,
26160,100066,4360,6,0,
26180,100067,4352,6,0,
26200,100068,4344,6,0,
26220,100068,4344,6,0,
26240,100069,4335,6,0,
26260,100069,4335,6,0,
26280,100070,4327,6,0,
26300,100071,4318,6,0,
26320,100071,4318,6,0,
26340,100072,4310,6,0,
26360,100072,4310,6,0,
26380,100073,4301,6,0,
26400,100073,4301,6,0,
26420,100074,4293,6,0,
26440,100075,4285,6,0,
26460,100075,4285,6,0,
26480,100076,4276,6,0,
26500,100076,4276,6,0,
26520,100077,4268,6,0,
26540,100078,4259,6,0,
26560,100078,4259,6,0,
26580,100079,4251,6,0,
26600,100079,4251,6,0,
26620,100080,4242,6,0,
26640,100081,4234,6,0,
26660,100081,4234,6,0,
26680,100082,4226,6,0,
26700,100082,4226,6,0,
26720,100083,4217,6,0,
26740,100083,4217,6,0,
26760,100084,4209,6,0,
26780,100085,4200,6,0,
26800,100085,4200,6,0,
26820,100086,4192,6,0,
26840,100086,4192,6,0,
26860,100087,4184,6,0,
26880,100088,4175,6,0,
26900,100088,4175,6,0,
26920,100089,4167,6,0,
26940,100089,4167,6,0,
26960,100090,4158,6,0,
26980,100091,4150,6,0,
27000,100091,4150,6,0,
27020,100092,4142,6,0,
27040,100092,4142,6,0,
27060,100093,4133,6,0,
27080,100094,4125,6,0,
27100,100094,4125,6,0,
27120,100095,4116,6,0,
27140,100095,4116,6,0,
27160,100096,4108,6,0,
27180,100096,4108,6,0,
27200,100097,4100,6,0,
27220,100098,4091,6,0,
27240,100098,4091,6,0,
27260,100099,4083,6,0,
27280,100099,4083,6,0,
27300,100100,4074,6,0,
27320,100101,4066,6,0,
27340,100101,4066,6,0,
27360,100102,4057,6,0,
27380,100102,4057,6,0,
27400,100103,4049,6,0,
27420,100104,4041,6,0,
27440,100104,4041,6,0,
27460,100105,4032,6,0,
27480,100105,4032,6,0,
27500,100106,4024,6,0,
27520,100106,4024,6,0,
27540,100107,4015,6,0,
27560,100108,4007,6,0,
27580,100108,4007,6,0,
27600,100109,3998,6,0,
27620,100109,3998,6,0,
27640,100110,3990,6,0,
27660,100111,3982,6,0,
27680,100111,3982,6,0,
27700,100112,3973,6,0,
27720,100112,3973,6,0,
27740,100113,3965,6,0,
27760,100114,3956,6,0,
27780,100114,3956,6,0,
27800,100115,3948,6,0,
27820,100115,3948,6,0,
27840,100116,3939,6,0,
27860,100116,3939,6,0,
27880,100117,3931,6,0,
27900,100118,3923,6,0,
27920,100118,3923,6,0,
27940,100119,3914,6,0,
27960,100119,3914,6,0,
27980,100120,3906,6,0,
28000,100121,3897,6,0,
28020,100121,3897,6,0,
28040,100122,3889,6,0,
28060,100122,3889,6,0,
28080,100123,3880,6,0,
28100,100124,3872,6,0,
28120,100124,3872,6,0,
28140,100125,3864,6,0,
28160,100125,3864,6,0,
28180,100126,3855,6,0,
28200,100127,3847,6,0,
28220,100127,3847,6,0,
28240,100128,3838,6,0,
28260,100128,3838,6,0,
28280,100129,3830,6,0,
28300,100129,3830,6,0,
28320,100130,3822,6,0,
28340,100131,3813,6,0,
28360,100131,3813,6,0,
28380,100132,3805,6,0,
28400,100132,3805,6,0,
28420,100133,3796,6,0,
28440,100134,3788,6,0,
28460,100134,3788,6,0,
28480,100135,3780,6,0,
28500,100135,3780,6,0,
28520,100136,3771,6,0,
28540,100137,3763,6,0,
28560,100137,3763,6,0,
28580,100138,3754,6,0,
28600,100138,3754,6,0,
28620,100139,3746,6,0,
28640,100140,3738,6,0,
28660,100140,3738,6,0,
28680,100141,3729,6,0,
28700,100141,3729,6,0,
28720,100142,3721,6,0,
28740,100142,3721,6,0,
28760,100143,3712,6,0,
28780,100144,3704,6,0,
28800,100144,3704,6,0,
28820,100145,3696,6,0,
28840,100145,3696,6,0,
28860,100146,3687,6,0,
28880,100147,3679,6,0,
28900,100147,3679,6,0,
28920,100148,3670,6,0,
28940,100148,3670,6,0,
28960,100149,3662,6,0,
28980,100150,3653,6,0,
29000,100150,3653,6,0,
29020,100151,3645,6,0,
29040,100151,3645,6,0,
29060,100152,3637,6,0,
29080,100152,3637,6,0,
29100,100153,3628,6,0,
29120,100154,3620,6,0,
29140,100154,3620,6,0,
29160,100155,3611,6,0,
29180,100155,3611,6,0,
29200,100156,3603,6,0,
29220,100157,3595,6,0,
29240,100157,3595,6,0,
29260,100158,3586,6,0,
29280,100158,3586,6,0,
29300,100159,3578,6,0,
29320,100160,3569,6,0,
29340,100160,3569,6,0,
29360,100161,3561,6,0,
29380,100161,3561,6,0,
29400,100162,3552,6,0,
29420,100163,3544,6,0,
29440,100163,3544,6,0,
29460,100164,3536,6,0,
29480,100164,3536,6,0,
29500,100165,3527,6,0,
29520,100165,3527,6,0,
29540,100166,3519,6,0,
29560,100167,3510,6,0,
29580,100167,3510,6,0,
29600,100168,3502,6,0,
29620,100168,3502,6,0,
29640,100169,3493,6,0,
29660,100170,3485,6,0,
29680,100170,3485,6,0,
29700,100171,3477,6,0,
29720,100171,3477,6,0,
29740,100172,3468,6,0,
29760,100173,3460,6,0,
29780,100173,3460,6,0,
29800,100174,3451,6,0,
29820,100174,3451,6,0,
29840,100175,3443,6,0,
29860,100176,3435,6,0,
29880,100176,3435,6,0,
29900,100177,3426,6,0,
29920,100177,3426,6,0,
29940,100178,3418,6,0,
29960,100178,3418,6,0,
29980,100179,3409,6,0,
30000,100180,3401,6,0,
30020,100180,3401,6,0,
30040,100181,3392,6,0,
30060,100181,3392,6,0,
30080,100182,3384,6,0,
30100,100183,3376,6,0,
30120,100183,3376,6,0,
30140,100184,3367,6,0,
30160,100184,3367,6,0,
30180,100185,3359,6,0,
30200,100186,3350,6,0,
30220,100186,3350,6,0,
30240,100187,3342,6,0,
30260,100187,3342,6,0,
30280,100188,3334,6,0,
30300,100189,3325,6,0,
30320,100189,3325,6,0,
30340,100190,3317,6,0,
30360,100190,3317,6,0,
30380,100191,3308,6,0,
30400,100191,3308,6,0,
30420,100192,3300,6,0,
30440,100193,3292,6,0,
30460,100193,3292,6,0,
30480,100194,3283,6,0,
30500,100194,3283,6,0,
30520,100195,3275,6,0,
30540,100196,3266,6,0,
30560,100196,3266,6,0,
30580,100197,3258,6,0,
30600,100197,3258,6,0,
30620,100198,3249,6,0,
30640,100199,3241,6,0,
30660,100199,3241,6,0,
30680,100200,3233,6,0,
30700,100200,3233,6,0,
30720,100201,3224,6,0,
30740,100201,3224,6,0,
30760,100202,3216,6,0,
30780,100203,3207,6,0,
30800,100203,3207,6,0,
30820,100204,3199,6,0,
30840,100204,3199,6,0,
30860,100205,3191,6,0,
30880,100206,3182,6,0,
30900,100206,3182,6,0,
30920,100207,3174,6,0,
30940,100207,3174,6,0,
30960,100208,3165,6,0,
30980,100209,3157,6,0,
31000,100209,3157,6,0,
31020,100210,3149,6,0,
31040,100210,3149,6,0,
31060,100211,3140,6,0,
31080,100212,3132,6,0,
31100,100212,3132,6,0,
31120,100213,3123,6,0,
31140,100213,3123,6,0,
31160,100214,3115,6,0,
31180,100214,3115,6,0,
31200,100215,3107,6,0,
31220,100216,3098,6,0,
31240,100216,3098,6,0,
31260,100217,3090,6,0,
31280,100217,3090,6,0,
31300,100218,3081,6,0,
31320,100219,3073,6,0,
31340,100219,3073,6,0,
31360,100220,3065,6,0,
31380,100220,3065,6,0,
31400,100221,3056,6,0,
31420,100222,3048,6,0,
31440,100222,3048,6,0,
31460,100223,3039,6,0,
31480,100223,3039,6,0,
31500,100224,3031,6,0,
31520,100225,3023,6,0,
31540,100225,3023,6,0,
31560,100226,3014,6,0,
31580,100226,3014,6,0,
31600,100227,3006,6,0,
31620,100227,3006,6,0,
31640,100228,2997,6,0,
31660,100229,2989,6,0,
31680,100229,2989,6,0,
31700,100230,2981,6,0,
31720,100230,2981,6,0,
31740,100231,2972,6,0,
31760,100232,2964,6,0,
31780,100232,2964,6,0,
31800,100233,2955,6,0,
31820,100233,2955,6,0,
31840,100234,2947,6,0,
31860,100235,2939,6,0,
31880,100235,2939,6,0,
31900,100236,2930,6,0,
31920,100236,2930,6,0,
31940,100237,2922,6,0,
31960,100238,2913,6,0,
31980,100238,2913,6,0,
32000,100239,2905,6,0,
32020,100239,2905,6,0,
32040,100240,2896,6,0,
32060,100240,2896,6,0,
32080,100241,2888,6,0,
32100,100242,2880,6,0,
32120,100242,2880,6,0,
32140,100243,2871,6,0,
32160,100243,2871,6,0,
32180,100244,2863,6,0,
32200,100245,2854,6,0,
32220,100245,2854,6,0,
32240,100246,2846,6,0,
32260,100246,2846,6,0,
32280,100247,2838,6,0,
32300,100248,2829,6,0,
32320,100248,2829,6,0,
32340,100249,2821,6,0,
32360,100249,2821,6,0,
32380,100250,2812,6,0,
32400,100251,2804,6,0,
32420,100251,2804,6,0,
32440,100252,2796,6,0,
32460,100252,2796,6,0,
32480,100253,2787,6,0,
32500,100253,2787,6,0,
32520,100254,2779,6,0,
32540,100255,2770,6,0,
32560,100255,2770,6,0,
32580,100256,2762,6,0,
32600,100256,2762,6,0,
32620,100257,2753,6,0,
32640,100258,2745,6,0,
32660,100258,2745,6,0,
32680,100259,2737,6,0,
32700,100259,2737,6,0,
32720,100260,2728,6,0,
32740,100261,2720,6,0,
32760,100261,2720,6,0,
32780,100262,2711,6,0,
32800,100262,2711,6,0,
32820,100263,2703,6,0,
32840,100264,2695,6,0,
32860,100264,2695,6,0,
32880,100265,2686,6,0,
32900,100265,2686,6,0,
32920,100266,2678,6,0,
32940,100266,2678,6,0,
32960,100267,2669,6,0,
32980,100268,2661,6,0,
33000,100268,2661,6,0,
33020,100269,2653,6,0,
33040,100269,2653,6,0,
33060,100270,2644,6,0,
33080,100271,2636,6,0,
33100,100271,2636,6,0,
33120,100272,2627,6,0,
33140,100272,2627,6,0,
33160,100273,2619,6,0,
33180,100274,2611,6,0,
33200,100274,2611,6,0,
33220,100275,2602,6,0,
33240,100275,2602,6,0,
33260,100276,2594,6,0,
33280,100277,2585,6,0,
33300,100277,2585,6,0,
33320,100278,2577,6,0,
33340,100278,2577,6,0,
33360,100279,2569,6,0,
33380,100279,2569,6,0,
33400,100280,2560,6,0,
33420,100281,2552,6,0,
33440,100281,2552,6,0,
33460,100282,2543,6,0,
33480,100282,2543,6,0,
33500,100283,2535,6,0,
33520,100284,2527,6,0,
33540,100284,2527,6,0,
33560,100285,2518,6,0,
33580,100285,2518,6,0,
33600,100286,2510,6,0,
33620,100287,2501,6,0,
33640,100287,2501,6,0,
33660,100288,2493,6,0,
33680,100288,2493,6,0,
33700,100289,2484,6,0,
33720,100289,2484,6,0,
33740,100290,2476,6,0,
33760,100291,2468,6,0,
33780,100291,2468,6,0,
33800,100292,2459,6,0,
33820,100292,2459,6,0,
33840,100293,2451,6,0,
33860,100294,2442,6,0,
33880,100294,2442,6,0,
33900,100295,2434,6,0,
33920,100295,2434,6,0,
33940,100296,2426,6,0,
33960,100297,2417,6,0,
33980,100297,2417,6,0,
34000,100298,2409,6,0,
34020,100298,2409,6,0,
34040,100299,2400,6,0,
34060,100300,2392,6,0,
34080,100300,2392,6,0,
34100,100301,2384,6,0,
34120,100301,2384,6,0,
34140,100302,2375,6,0,
34160,100302,2375,6,0,
34180,100303,2367,6,0,
34200,100304,2358,6,0,
34220,100304,2358,6,0,
34240,100305,2350,6,0,
34260,100305,2350,6,0,
34280,100306,2342,6,0,
34300,100307,2333,6,0,
34320,100307,2333,6,0,
34340,100308,2325,6,0,
34360,100308,2325,6,0,
34380,100309,2316,6,0,
34400,100310,2308,6,0,
34420,100310,2308,6,0,
34440,100311,2300,6,0,
34460,100311,2300,6,0,
34480,100312,2291,6,0,
34500,100313,2283,6,0,
34520,100313,2283,6,0,
34540,100314,2274,6,0,
34560,100314,2274,6,0,
34580,100315,2266,6,0,
34600,100315,2266,6,0,
34620,100316,2258,6,0,
34640,100317,2249,6,0,
34660,100317,2249,6,0,
34680,100318,2241,6,0,
34700,100318,2241,6,0,
34720,100319,2232,6,0,
34740,100320,2224,6,0,
34760,100320,2224,6,0,
34780,100321,2216,6,0,
34800,100321,2216,6,0,
34820,100322,2207,6,0,
34840,100323,2199,6,0,
34860,100323,2199,6,0,
34880,100324,2190,6,0,
34900,100324,2190,6,0,
34920,100325,2182,6,0,
34940,100326,2174,6,0,
34960,100326,2174,6,0,
34980,100327,2165,6,0,
35000,100327,2165,6,0,
35020,100328,2157,6,0,
35040,100328,2157,6,0,
35060,100329,2148,6,0,
35080,100330,2140,6,0,
35100,100330,2140,6,0,
35120,100331,2132,6,0,
35140,100331,2132,6,0,
35160,100332,2123,6,0,
35180,100333,2115,6,0,
35200,100333,2115,6,0,
35220,100334,2106,6,0,
35240,100334,2106,6,0,
35260,100335,2098,6,0,
35280,100336,2090,6,0,
35300,100336,2090,6,0,
35320,100337,2081,6,0,
35340,100337,2081,6,0,
35360,100338,2073,6,0,
35380,100339,2064,6,0,
35400,100339,2064,6,0,
35420,100340,2056,6,0,
35440,100340,2056,6,0,
35460,100341,2048,6,0,
35480,100342,2039,6,0,
35500,100342,2039,6,0,
35520,100343,2031,6,0,
35540,100343,2031,6,0,
35560,100344,2022,6,0,
35580,100344,2022,6,0,
35600,100345,2014,6,0,
35620,100346,2006,6,0,
35640,100346,2006,6,0,
35660,100347,1997,6,0,
35680,100347,1997,6,0,
35700,100348,1989,6,0,
35720,100349,1980,6,0,
35740,100349,1980,6,0,
35760,100350,1972,6,0,
35780,100350,1972,6,0,
35800,100351,1964,6,0,
35820,100352,1955,6,0,
35840,100352,1955,6,0,
35860,100353,1947,6,0,
35880,100353,1947,6,0,
35900,100354,1938,6,0,
35920,100355,1930,6,0,
35940,100355,1930,6,0,
35960,100356,1921,6,0,
35980,100356,1921,6,0,
36000,100357,1913,6,0,
36020,100357,1913,6,0,
36040,100358,1905,6,0,
36060,100359,1896,6,0,
36080,100359,1896,6,0,
36100,100360,1888,6,0,
36120,100360,1888,6,0,
36140,100361,1879,6,0,
36160,100362,1871,6,0,
36180,100362,1871,6,0,
36200,100363,1863,6,0,
36220,100363,1863,6,0,
36240,100364,1854,6,0,
36260,100365,1846,6,0,
36280,100365,1846,6,0,
36300,100366,1837,6,0,
36320,100366,1837,6,0,
36340,100367,1829,6,0,
36360,100368,1821,6,0,
36380,100368,1821,6,0,
36400,100369,1812,6,0,
36420,100369,1812,6,0,
36440,100370,1804,6,0,
36460,100370,1804,6,0,
36480,100371,1795,6,0,
36500,100372,1787,6,0,
36520,100372,1787,6,0,
36540,100373,1779,6,0,
36560,100373,1779,6,0,
36580,100374,1770,6,0,
36600,100375,1762,6,0,
36620,100375,1762,6,0,
36640,100376,1753,6,0,
36660,100376,1753,6,0,
36680,100377,1745,6,0,
36700,100378,1737,6,0,
36720,100378,1737,6,0,
36740,100379,1728,6,0,
36760,100379,1728,6,0,
36780,100380,1720,6,0,
36800,100380,1720,6,0,
36820,100381,1711,6,0,
36840,100382,1703,6,0,
36860,100382,1703,6,0,
36880,100383,1695,6,0,
36900,100383,1695,6,0,
36920,100384,1686,6,0,
36940,100385,1678,6,0,
36960,100385,1678,6,0,
36980,100386,1669,6,0,
37000,100386,1669,6,0,
37020,100387,1661,6,0,
37040,100388,1653,6,0,
37060,100388,1653,6,0,
37080,100389,1644,6,0,
37100,100389,1644,6,0,
37120,100390,1636,6,0,
37140,100391,1627,6,0,
37160,100391,1627,6,0,
37180,100392,1619,6,0,
37200,100392,1619,6,0,
37220,100393,1611,6,0,
37240,100393,1611,6,0,
37260,100394,1602,6,0,
37280,100395,1594,6,0,
37300,100395,1594,6,0,
37320,100396,1585,6,0,
37340,100396,1585,6,0,
37360,100397,1577,6,0,
37380,100398,1569,6,0,
37400,100398,1569,6,0,
37420,100399,1560,6,0,
37440,100399,1560,6,0,
37460,100400,1552,6,0,
37480,100401,1543,6,0,
37500,100401,1543,6,0,
37520,100402,1535,6,0,
37540,100402,1535,6,0,
37560,100403,1527,6,0,
37580,100403,1527,6,0,
37600,100404,1518,6,0,
37620,100405,1510,6,0,
37640,100405,1510,6,0,
37660,100406,1502,6,0,
37680,100406,1502,6,0,
37700,100407,1493,6,0,
37720,100408,1485,6,0,
37740,100408,1485,6,0,
37760,100409,1476,6,0,
37780,100409,1476,6,0,
37800,100410,1468,6,0,
37820,100411,1460,6,0,
37840,100411,1460,6,0,
37860,100412,1451,6,0,
37880,100412,1451,6,0,
37900,100413,1443,6,0,
37920,100414,1434,6,0,
37940,100414,1434,6,0,
37960,100415,1426,6,0,
37980,100415,1426,6,0,
38000,100416,1418,6,0,
38020,100416,1418,6,0,
38040,100417,1409,6,0,
38060,100418,1401,6,0,
38080,100418,1401,6,0,
38100,100419,1392,6,0,
38120,100419,1392,6,0,
38140,100420,1384,6,0,
38160,100421,1376,6,0,
38180,100421,1376,6,0,
38200,100422,1367,6,0,
38220,100422,1367,6,0,
38240,100423,1359,6,0,
38260,100424,1350,6,0,
38280,100424,1350,6,0,
38300,100425,1342,6,0,
38320,100425,1342,6,0,
38340,100426,1334,6,0,
38360,100426,1334,6,0,
38380,100427,1325,6,0,
38400,100428,1317,6,0,
38420,100428,1317,6,0,
38440,100429,1308,6,0,
38460,100429,1308,6,0,
38480,100430,1300,6,0,
38500,100431,1292,6,0,
38520,100431,1292,6,0,
38540,100432,1283,6,0,
38560,100432,1283,6,0,
38580,100433,1275,6,0,
38600,100434,1266,6,0,
38620,100434,1266,6,0,
38640,100435,1258,6,0,
38660,100435,1258,6,0,
38680,100436,1250,6,0,
38700,100437,1241,6,0,
38720,100437,1241,6,0,
38740,100438,1233,6,0,
38760,100438,1233,6,0,
38780,100439,1224,6,0,
38800,100439,1224,6,0,
38820,100440,1216,6,0,
38840,100441,1208,6,0,
38860,100441,1208,6,0,
38880,100442,1199,6,0,
38900,100442,1199,6,0,
38920,100443,1191,6,0,
38940,100444,1182,6,0,
38960,100444,1182,6,0,
38980,100445,1174,6,0,
39000,100445,1174,6,0,
39020,100446,1166,6,0,
39040,100447,1157,6,0,
39060,100447,1157,6,0,
39080,100448,1149,6,0,
39100,100448,1149,6,0,
39120,100449,1140,6,0,
39140,100449,1140,6,0,
39160,100450,1132,6,0,
39180,100451,1124,6,0,
39200,100451,1124,6,0,
39220,100452,1115,6,0,
39240,100452,1115,6,0,
39260,100453,1107,6,0,
39280,100454,1098,6,0,
39300,100454,1098,6,0,
39320,100455,1090,6,0,
39340,100455,1090,6,0,
39360,100456,1082,6,0,
39380,100457,1073,6,0,
39400,100457,1073,6,0,
39420,100458,1065,6,0,
39440,100458,1065,6,0,
39460,100459,1056,6,0,
39480,100460,1048,6,0,
39500,100460,1048,6,0,
39520,100461,1040,6,0,
39540,100461,1040,6,0,
39560,100462,1031,6,0,
39580,100462,1031,6,0,
39600,100463,1023,6,0,
39620,100464,1015,6,0,
39640,100464,1015,6,0,
39660,100465,1006,6,0,
39680,100465,1006,6,0,
39700,100466,998,6,0,
39720,100467,989,6,0,
39740,100467,989,6,0,
39760,100468,981,6,0,
39780,100468,981,6,0,
39800,100469,973,6,0,
39820,100470,964,6,0,
39840,100470,964,6,0,
39860,100471,956,6,0,
39880,100471,956,6,0,
39900,100472,948,6,0,
39920,100472,948,6,0,
39940,100473,939,6,0,
39960,100474,931,6,0,
39980,100474,931,6,0,
40000,100475,922,6,0,
40020,100475,922,6,0,
40040,100476,914,6,0,
40060,100477,906,6,0,
